Description,Down-regulated SIV.Early ART During ART,Down-regulated SIV.Early ART Early ATI,Down-regulated SIV.Late ART Early ATI,Up-regulated SIV.Early ART During ART,Up-regulated SIV.Early ART Early ATI,Up-regulated SIV.Late ART Early ATI
REACTOME_METABOLISM_OF_NUCLEOTIDES,0,0,0,1,0,1
REACTOME_METABOLISM_OF_POLYAMINES,0,0,0,1,1,1
REACTOME_METABOLISM_OF_STEROIDS,0,0,0,1,0,0
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,1,1,1,0,0,0
REACTOME_MET_PROMOTES_CELL_MOTILITY,1,1,1,0,0,0
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,1,0,0,0,1,1
REACTOME_MITOCHONDRIAL_BIOGENESIS,0,0,0,1,1,0
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,0,0,0,1,1,1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0,0,0,1,1,1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,0,0,0,1,1,1
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0,0,0,1,1,1
REACTOME_MITOCHONDRIAL_TRANSLATION,0,0,0,1,1,1
REACTOME_MITOPHAGY,0,0,0,1,1,1
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,0,0,0,1,1,1
REACTOME_MITOTIC_G2_G2_M_PHASES,0,0,0,1,1,1
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,0,0,0,1,1,1
REACTOME_MITOTIC_PROPHASE,0,0,0,1,1,1
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,0,0,0,0,0,1
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,1,1,1,0,0,0
REACTOME_MRNA_CAPPING,0,0,0,1,0,0
REACTOME_MRNA_SPLICING,0,0,0,1,1,1
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0,0,0,1,1,1
REACTOME_MTORC1_MEDIATED_SIGNALLING,0,0,0,1,0,0
REACTOME_MTOR_SIGNALLING,0,0,0,1,0,0
REACTOME_MUSCLE_CONTRACTION,1,1,1,0,0,0
REACTOME_M_PHASE,0,0,0,1,1,1
REACTOME_NCAM1_INTERACTIONS,0,1,0,0,0,0
REACTOME_NEDDYLATION,0,0,0,1,1,1
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0,0,0,0,0,1
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,0,0,0,0,0,1
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0,0,0,1,1,1
REACTOME_NEUTROPHIL_DEGRANULATION,1,0,0,1,1,1
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,1,0,0,0,0,0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,0,0,1,1,1,0
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,1,1,1,0,0,0
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0,0,0,0,1,1
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,0,0,0,1,0,0
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0,0,0,1,0,1
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0,0,0,1,0,1
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,0,0,0,0,0,1
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,0,0,0,1,1,1
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0,0,0,0,1,0
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0,0,0,1,1,1
REACTOME_ONCOGENIC_MAPK_SIGNALING,0,1,1,0,0,0
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0,0,0,1,1,1
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,1,1,1,0,0,0
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0,0,0,0,1,0
REACTOME_PCP_CE_PATHWAY,0,0,0,1,1,1
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0,0,0,1,0,1
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0,0,0,1,1,1
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,0,0,0,1,1,1
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0,0,1,1,1,1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1,1,1,0,0,0
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,0,1,1,0,0,0
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,1,1,1,0,0,0
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0,0,0,0,1,0
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0,0,0,1,1,1
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0,0,0,0,1,0
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0,0,0,1,0,1
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0,0,0,1,1,1
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0,0,0,0,0,1
REACTOME_PROCESSING_OF_SMDT1,0,0,0,1,1,1
REACTOME_PROGRAMMED_CELL_DEATH,0,0,0,1,1,1
REACTOME_PROTEIN_LOCALIZATION,0,0,0,1,1,1
REACTOME_PROTEIN_UBIQUITINATION,0,0,0,0,1,1
REACTOME_PTEN_REGULATION,0,0,0,1,1,1
REACTOME_PURINE_CATABOLISM,0,0,0,1,0,1
REACTOME_PYROPTOSIS,0,0,0,0,0,1
REACTOME_PYRUVATE_METABOLISM,0,0,0,0,1,0
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0,0,0,1,1,1
REACTOME_RAB_GERANYLGERANYLATION,0,0,0,0,1,1
REACTOME_RAC2_GTPASE_CYCLE,0,0,0,0,1,0
REACTOME_RAC3_GTPASE_CYCLE,0,0,0,0,1,0
REACTOME_RAF_ACTIVATION,0,0,0,0,0,1
REACTOME_RAP1_SIGNALLING,1,0,0,0,0,0
REACTOME_RECYCLING_PATHWAY_OF_L1,0,0,1,0,0,0
REACTOME_REGULATED_NECROSIS,0,0,0,1,1,1
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,0,0,0,0,1,0
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0,0,0,1,1,0
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,0,0,1,1,1,1
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,0,0,0,1,1,1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0,0,0,1,0,1
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,1,1,1,0,0,0
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0,0,0,1,1,1
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,0,0,0,1,1,1
REACTOME_REGULATION_OF_RAS_BY_GAPS,0,0,0,1,1,1
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0,0,0,1,1,1
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0,0,0,1,1,1
REACTOME_REGULATION_OF_TNFR1_SIGNALING,0,0,0,0,0,1
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,0,0,0,1,0,1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0,1,1,1,1,1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,0,1,1,1,1,1
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,0,0,1,1,1,0
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,0,0,0,1,1,1
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,1,1,1,0,0,0
REACTOME_RHOBTB1_GTPASE_CYCLE,0,0,0,1,1,1
REACTOME_RHOBTB2_GTPASE_CYCLE,0,0,0,1,1,1
REACTOME_RHOBTB_GTPASE_CYCLE,0,0,0,1,1,1
REACTOME_RHOB_GTPASE_CYCLE,1,0,0,0,0,0
REACTOME_RHOD_GTPASE_CYCLE,1,1,1,0,0,0
REACTOME_RHOF_GTPASE_CYCLE,1,1,1,0,0,0
REACTOME_RHOG_GTPASE_CYCLE,0,0,0,1,1,1
REACTOME_RHOU_GTPASE_CYCLE,0,0,0,0,1,1
REACTOME_RHOV_GTPASE_CYCLE,0,0,0,0,1,1
REACTOME_RHO_GTPASES_ACTIVATE_CIT,1,1,1,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_KTN1,0,0,0,0,1,1
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,1,1,1,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0,1,1,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,1,1,1,0,0,0
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0,0,0,0,1,0
REACTOME_RHO_GTPASE_CYCLE,1,0,0,1,1,1
REACTOME_RHO_GTPASE_EFFECTORS,1,1,0,0,1,1
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,0,0,0,1,0,0
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0,0,0,1,1,1
REACTOME_RND3_GTPASE_CYCLE,1,0,0,0,0,0
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0,0,0,1,0,0
REACTOME_RRNA_PROCESSING,0,0,1,1,1,0
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,0,0,0,1,1,1
REACTOME_SARS_COV_1_INFECTION,0,0,0,1,1,0
REACTOME_SARS_COV_2_INFECTION,0,0,0,1,1,1
REACTOME_SARS_COV_INFECTIONS,0,0,0,1,1,1
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,1,1,1,0,0,0
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0,0,0,1,1,1
REACTOME_SELECTIVE_AUTOPHAGY,1,0,1,1,1,1
REACTOME_SELENOAMINO_ACID_METABOLISM,0,0,1,1,1,0
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,1,0,1,0,0,0
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,1,0,1,0,0,0
REACTOME_SEMAPHORIN_INTERACTIONS,1,1,1,0,0,0
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,0,0,0,0,1,1
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,0,0,0,1,1,1
REACTOME_SIGNALING_BY_ALK_IN_CANCER,0,0,0,0,1,0
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,0,1,1,0,0,0
REACTOME_SIGNALING_BY_CSF3_G_CSF,0,0,0,0,1,0
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS,0,0,0,0,0,1
REACTOME_SIGNALING_BY_FGFR2,0,0,0,0,1,1
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,0,0,0,1,0,0
REACTOME_SIGNALING_BY_HEDGEHOG,0,0,0,1,1,1
REACTOME_SIGNALING_BY_INTERLEUKINS,0,0,0,1,1,0
REACTOME_SIGNALING_BY_MET,1,1,1,0,0,0
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,0,1,1,0,0,0
REACTOME_SIGNALING_BY_NOTCH,0,0,0,1,1,1
REACTOME_SIGNALING_BY_NOTCH4,0,0,0,1,1,1
REACTOME_SIGNALING_BY_NTRKS,0,0,0,0,0,1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,0,0,1,1,1,0
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0,0,0,1,1,0
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0,0,0,1,1,1
REACTOME_SIGNALING_BY_WNT,0,0,0,1,1,1
REACTOME_SMOOTH_MUSCLE_CONTRACTION,1,1,1,0,0,0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,0,0,1,1,1,0
REACTOME_STABILIZATION_OF_P53,0,0,0,1,1,1
REACTOME_STRIATED_MUSCLE_CONTRACTION,0,1,0,0,0,0
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0,0,0,1,1,1
REACTOME_SUMOYLATION,0,0,0,1,1,1
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,0,0,0,0,0,1
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,0,0,0,1,1,1
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,0,0,0,0,1,0
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,0,0,0,0,0,1
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,0,0,0,1,0,1
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,0,0,0,1,1,1
REACTOME_SYNDECAN_INTERACTIONS,1,1,1,0,0,0
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,0,0,0,0,1,1
REACTOME_SYNTHESIS_OF_DNA,0,0,0,1,1,1
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,0,0,0,1,1,1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1,0,0,0,1,1,0
REACTOME_S_PHASE,0,0,0,1,1,1
REACTOME_TBC_RABGAPS,0,0,0,0,0,1
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,0,0,0,1,1,1
REACTOME_TCR_SIGNALING,0,0,0,1,1,1
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,0,1,1,1,1,1
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,0,0,0,1,1,1
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0,0,0,0,0,1
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,0,0,0,0,0,1
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,0,0,0,1,1,1
REACTOME_TNF_SIGNALING,0,0,0,0,0,1
REACTOME_TP53_REGULATES_METABOLIC_GENES,0,0,0,1,0,0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0,0,0,1,1,1
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,0,0,0,0,1,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,0,0,0,0,0,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0,0,0,1,1,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,0,0,0,1,1,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0,0,0,1,1,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,0,0,0,0,0,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0,0,0,1,1,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,0,0,0,0,1,1
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,0,0,0,1,1,1
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,0,0,0,0,1,0
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,0,0,0,1,1,1
REACTOME_TRANSLATION,0,0,1,1,1,1
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,0,0,0,0,1,0
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,0,0,0,1,1,1
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,0,0,0,0,0,1
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,0,0,0,0,0,1
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,0,0,0,1,1,1
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0,0,0,1,1,1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0,0,0,1,1,1
REACTOME_TRNA_AMINOACYLATION,0,0,0,1,1,1
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,0,0,0,0,0,1
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0,0,0,1,1,1
REACTOME_UCH_PROTEINASES,0,0,0,1,1,1
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0,0,0,1,1,1
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,0,0,0,1,0,0
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0,0,0,1,0,1
REACTOME_VISUAL_PHOTOTRANSDUCTION,0,1,0,0,0,0
SA_G1_AND_S_PHASES,0,0,0,0,0,1
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0,0,0,1,0,1
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,1,1,1,1,0,0
WP_16P112_PROXIMAL_DELETION_SYNDROME,0,0,0,1,1,1
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,0,0,0,1,0,0
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,0,0,0,1,1,1
WP_AGERAGE_PATHWAY,0,0,0,0,1,0
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,1,1,1,0,0,0
WP_ALZHEIMERS_DISEASE,0,0,0,1,1,1
WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS,0,0,0,1,1,1
WP_AMINO_ACID_METABOLISM,0,0,0,1,1,1
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0,0,1,0,0,0
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY,1,0,1,0,0,0
WP_APOPTOSIS,0,0,0,0,0,1
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0,1,0,0,1,1
WP_APOPTOSIS_MODULATION_AND_SIGNALING,0,0,0,0,0,1
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,1,1,1,0,0,0
WP_BURN_WOUND_HEALING,1,1,1,0,0,0
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING,1,0,0,0,0,0
WP_CCL18_SIGNALING_PATHWAY,1,1,0,0,0,0
WP_CELL_CYCLE,0,0,0,1,1,1
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,0,0,0,1,1,1
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,0,0,0,1,0,0
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,0,0,0,0,1,0
WP_CILIARY_LANDSCAPE,0,0,0,1,1,1
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,1,1,0,0,0,0
WP_COMPLEMENT_ACTIVATION,1,0,0,0,0,0
WP_COMPLEMENT_AND_COAGULATION_CASCADES,1,1,0,0,0,0
WP_COMPLEMENT_SYSTEM,1,1,0,0,0,0
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,1,1,0,0,0,0
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,0,0,1,1,1,0
WP_EBOLA_VIRUS_INFECTION_IN_HOST,1,1,1,0,0,0
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME,0,0,0,1,1,1
WP_EGFEGFR_SIGNALING_PATHWAY,0,0,0,0,0,1
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,1,1,1,1,1,1
WP_ENDOCHONDRAL_OSSIFICATION,1,0,0,0,0,0
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,1,0,0,0,0,0
WP_ENDOTHELIN_PATHWAYS,0,1,0,0,0,0
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION,0,0,0,0,1,0
WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING,0,1,0,0,0,0
WP_FATTY_ACID_BETAOXIDATION,0,0,0,1,1,1
WP_FATTY_ACID_BIOSYNTHESIS,0,0,0,1,1,1
WP_FERROPTOSIS,0,0,0,1,0,0
WP_FOCAL_ADHESION,1,1,1,0,0,0
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY,1,1,0,0,0,0
WP_GASTRIN_SIGNALING_PATHWAY,0,0,0,0,1,1
WP_GENES_CONTROLLING_NEPHROGENESIS,0,0,1,0,0,0
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,0,0,0,1,1,0
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS,0,0,0,1,1,1
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3,1,0,0,0,0,0
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,0,0,0,0,0,1
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,1,0,0,0,0,0
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,1,0,0,0,0,0
WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY,0,0,0,1,1,1
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,1,0,0,0,0,0
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE,1,0,0,0,0,0
WP_IL18_SIGNALING_PATHWAY,1,0,0,0,1,0
WP_INFLAMMATORY_RESPONSE_PATHWAY,1,1,1,0,0,0
WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS,0,0,0,1,1,1
WP_INTEGRATED_CANCER_PATHWAY,0,0,0,1,1,0
WP_INTEGRINMEDIATED_CELL_ADHESION,1,1,1,0,0,0
WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY,0,1,0,0,0,0
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4,0,1,0,0,0,0
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,0,1,0,0,0,0
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,0,0,0,1,1,1
WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,0,0,0,1,0,0
WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT,1,1,1,0,0,0
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS,1,1,1,0,0,0
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,0,0,0,0,0,1
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,1,1,1,0,0,0
WP_MITOCHONDRIAL_COMPLEX_III_ASSEMBLY,0,0,0,1,1,0
WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY,0,1,0,1,0,0
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,0,1,1,1,1,1
WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION,0,0,0,1,1,1
WP_MRNA_PROCESSING,0,0,0,1,1,1
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,1,1,1,0,0,0
WP_NAD_METABOLISM_SIRTUINS_AND_AGING,0,0,0,0,1,0
WP_NANOMATERIAL_INDUCED_APOPTOSIS,0,0,0,0,0,1
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,0,1,0,0,0,0
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING_PATHWAY,1,0,0,0,0,0
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY,0,0,0,0,0,1
WP_NEUROINFLAMMATION,1,0,0,0,0,0
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,0,0,1,1,1,1
WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL,0,0,0,1,1,1
WP_ONECARBON_METABOLISM,0,0,0,0,0,1
WP_OXIDATIVE_DAMAGE_RESPONSE,0,0,0,0,1,1
WP_OXIDATIVE_PHOSPHORYLATION,0,1,1,1,1,0
WP_OXIDATIVE_STRESS_RESPONSE,0,0,0,1,0,0
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,0,0,0,0,1,1
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,0,0,0,1,1,0
WP_PDGF_PATHWAY,0,0,0,0,1,1
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,0,0,0,0,0,1
WP_PHOTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE,0,0,0,1,1,1
WP_PPARALPHA_PATHWAY,0,0,0,1,1,1
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,1,1,1,0,0,0
WP_PROLACTIN_SIGNALING_PATHWAY,0,0,0,0,1,0
WP_PROTEASOME_DEGRADATION,0,0,0,1,1,1
WP_PURINE_METABOLISM,0,0,0,1,0,0
WP_PURINE_METABOLISM_AND_RELATED_DISORDERS,0,0,0,1,0,0
WP_PYRIMIDINE_METABOLISM,0,0,0,1,0,0
WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS,0,0,0,0,1,1
