Description,Down-regulated SIV.Early ART During ART,Down-regulated SIV.Early ART Early ATI,Down-regulated SIV.Late ART Early ATI,Up-regulated SIV.Early ART During ART,Up-regulated SIV.Early ART Early ATI,Up-regulated SIV.Late ART Early ATI
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,1.0,1.0,1.0,6.6020996055865005e-15,2.14193079481365e-11,1.06830587124541e-06
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,1.0,1.0,1.0,3.27752029063302e-16,3.33270080632903e-13,3.0203067075170093e-09
REACTOME_CYTOPROTECTION_BY_HMOX1,1.0,1.0,1.0,1.5917635087854001e-16,3.22644745248528e-13,8.479145550062789e-07
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY,1.0,1.0,1.0,0.0305706097061578,1.0,1.0
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,1.0,1.0,1.0,1.99125037189892e-08,1.24629236932268e-07,3.86601901846197e-06
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,1.0,1.0,1.0,1.72361980890923e-07,1.4375759160902998e-07,5.171429421321339e-05
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,1.0,1.0,1.0,0.0001282992198155,0.0018996365586884,0.0228337821620014
REACTOME_DEADENYLATION_OF_MRNA,1.0,1.0,1.0,0.0009568450276318,0.0026650224366524,0.0163516303901796
REACTOME_DEATH_RECEPTOR_SIGNALLING,1.0,1.0,1.0,1.0,0.0282632733204062,0.0236317211643186
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,1.0,1.0,1.0,1.2504753120170899e-13,3.7232138587842194e-11,9.497843607398568e-07
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,1.0,1.0,1.0,2.4382799955166497e-18,4.6777320867543705e-17,6.79457435775283e-10
REACTOME_DEGRADATION_OF_AXIN,1.0,1.0,1.0,4.1305868509994604e-15,5.1748804414051505e-12,2.4670275539638097e-07
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,1.0,1.0,1.0,3.1231154165378897e-15,2.8481479616794697e-12,3.33271317841257e-10
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,1.0,1.0,1.0,0.0039481387821746,0.0060445161027847,0.036969902048613
REACTOME_DEGRADATION_OF_DVL,1.0,1.0,1.0,3.3205747307908705e-17,4.35838407809798e-13,4.4663983026703203e-08
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,1.0,1.0,1.0,2.7509457082040397e-15,3.044134245591621e-13,9.91360408122121e-08
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,2.22881693416574e-05,0.0001015611030694,0.0094679103058365,1.0,1.0,1.0
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,1.0,1.0,1.0,0.005159081339195,0.0163585058245948,1.0
REACTOME_DEUBIQUITINATION,1.0,1.0,1.0,1.47649933231996e-08,4.4573570510420095e-06,6.520110279946189e-06
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,1.0,0.0148652486176822,1.0,1.0,1.0,1.0
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,1.0,1.0,1.0,0.0003116988132114,0.0094253425984896,0.0035876145571405
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,1.0,1.0,1.0,0.035827004615299,1.0,0.0107519849576401
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,1.0,1.0,1.0,1.42944106413056e-05,2.01015017210858e-06,4.72000990929042e-06
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,1.0,1.0,1.0,1.9321342753429806e-08,1.9286172351413e-06,7.14442110690754e-06
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,1.0,1.0,1.0,0.005159081339195,0.0163585058245948,1.0
REACTOME_DNA_REPAIR,1.0,1.0,1.0,0.0308878200115667,1.0,1.0
REACTOME_DNA_REPLICATION,1.0,1.0,1.0,2.0922032438476902e-10,5.98139442668108e-08,2.15657568820246e-05
REACTOME_DNA_REPLICATION_PRE_INITIATION,1.0,1.0,1.0,2.6628030548665204e-09,2.97507856400379e-07,0.0001170721686543
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,1.0,1.0,1.0,5.7550649213248303e-11,1.4466684143677602e-09,2.0489889555517e-07
REACTOME_DUAL_INCISION_IN_TC_NER,1.0,1.0,1.0,0.0057401120235398,0.0060445161027847,0.0126456672385292
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,1.0,1.0,1.0,1.0,1.0,0.0457934980393048
REACTOME_ECM_PROTEOGLYCANS,3.7167665210842704e-09,7.893161245360679e-11,2.0392810761015002e-10,1.0,1.0,1.0
REACTOME_ELASTIC_FIBRE_FORMATION,1.23706918196254e-07,9.095952354051828e-07,0.0001920510748705,1.0,1.0,1.0
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,1.0,1.0,1.0,8.08530702337742e-07,6.293457816866289e-05,0.0007630517930532
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,1.0,1.0,1.0,0.0095201498328506,0.0102027876105001,0.0068748238488869
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,1.0,1.0,1.0,0.0469193453404535,0.0346764399797334,1.0
REACTOME_EPH_EPHRIN_SIGNALING,1.0,1.0,1.0,0.0014261626421984,0.0002134454704295,0.000777137245972
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,1.0,1.0,1.0,0.0317288775472788,0.0019251464681981,0.003560320854072
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,1.0,1.0,1.0,3.65133543527536e-08,6.106742541430989e-06,2.0489889555517e-07
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,1.0,1.0,1.0,1.0,0.0414938378145921,1.0
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,1.0,1.0,5.74920988804605e-12,2.56029973544769e-21,1.6433773274841298e-05,1.0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,1.0,1.0,1.4497616127771101e-09,4.2199100727457305e-29,1.5474543184430801e-09,1.0
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,4.919843105668011e-15,1.5751449211090304e-13,1.16619882319427e-10,1.0,1.0,1.0
REACTOME_FATTY_ACID_METABOLISM,1.0,1.0,1.0,0.0011155171331746,0.0019348795754536,0.0011384963378186
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,1.0,1.0,1.0,1.0214600074100899e-10,4.8294098844596e-10,3.00101968198446e-07
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,1.0,1.0,1.0,2.2656593208163797e-06,2.4442408221151095e-07,0.0001749239503569
REACTOME_FGFR2_ALTERNATIVE_SPLICING,1.0,1.0,1.0,5.05404336004378e-06,0.0001144668095251,0.0002805937231251
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,1.0,1.0,1.0,0.0009404867157795,0.0026650224366524,0.0249544934620189
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,1.0,1.0,1.0,0.0009387626136556,0.0239987708524272,1.0
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,1.0,1.0,1.0,0.0403613265111345,0.006089427083466,1.0
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,1.0,1.0,1.0,0.0021823916814003,0.0031055182980926,0.0067774469568211
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,1.0,1.0,1.0,0.0001969234907217,0.0003384818935174,0.0009330972909742
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,1.0,1.0,1.0,0.0011018575125874,0.0019405386950602,0.0039009696814189
REACTOME_G0_AND_EARLY_G1,1.0,1.0,1.0,1.0,0.0057523794906758,0.0098842976592883
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,1.0,1.0,1.0,2.12393854688893e-12,2.3260071791096002e-10,2.5702696897923e-06
REACTOME_G2_M_CHECKPOINTS,1.0,1.0,1.0,2.7753199681528796e-07,2.3375811634051298e-06,0.000197362490785
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,1.0,1.0,1.0,3.2957326283243e-06,1.84374970006363e-05,0.0009035845775438
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,1.0,1.0,1.0,0.0041683753009962,0.0207055742428871,0.038509046080808
REACTOME_GLUCONEOGENESIS,1.0,1.0,1.0,0.0025723526470711,0.0122885441698126,1.0
REACTOME_GLUCOSE_METABOLISM,1.0,1.0,1.0,0.0008001822813298,0.015935019311895,0.0088229775390815
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,1.0,1.0,1.0,0.0016024144756369,7.94428045973908e-05,0.0002575826664479
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,1.0,1.0,1.0,0.0039481387821746,0.0009983348926809,0.0093837299374243
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,1.0,1.0,1.0,0.019398101869926,0.0076145244463557,0.0016464876818697
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING,1.0,0.0139224419689646,0.0043702586545391,1.0,1.0,1.0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.030932162280597,0.0279939955108368,0.0122252520296904,1.0,1.0,1.0
REACTOME_HCMV_INFECTION,1.0,1.0,1.0,0.002979614089701,1.0,0.0165000782417061
REACTOME_HCMV_LATE_EVENTS,1.0,1.0,1.0,0.0214621094005645,1.0,1.0
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,1.0,1.0,1.0,9.080136019533791e-15,6.53778825241882e-14,9.91360408122121e-08
REACTOME_HEDGEHOG_OFF_STATE,1.0,1.0,1.0,7.2337044125851695e-06,6.4766750979928e-06,0.0046674999060624
REACTOME_HEDGEHOG_ON_STATE,1.0,1.0,1.0,1.4676942739795501e-09,1.85463822487667e-08,0.0001201599622535
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,1.0,1.0,1.0,0.0001605903847341,6.293457816866289e-05,0.000174895950162
REACTOME_HIV_INFECTION,1.0,1.0,1.0,3.13196294213748e-23,2.7734883929165006e-18,5.46141539503093e-16
REACTOME_HIV_LIFE_CYCLE,1.0,1.0,1.0,9.517457836535471e-09,1.89633780399494e-06,1.01991796810396e-06
REACTOME_HIV_TRANSCRIPTION_ELONGATION,1.0,1.0,1.0,0.0010862324181353,0.0003064220297034,0.0007978506485515
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,1.0,1.0,1.0,5.73334153523027e-17,4.0688499791043e-14,4.04248836973711e-12
REACTOME_HSF1_ACTIVATION,1.0,1.0,1.0,1.0,0.0400048971336754,0.0220833435480677
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,1.0,0.0356987286963837,0.0329474905378312,1.0,1.0,0.0205631694733036
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,0.0289022648326447,1.0,1.0,1.0,1.0,0.0017068095420645
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,1.0,0.0443865181142578,1.0,1.0,1.0,1.0
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,1.0,1.0,1.0,1.0,0.0231317671375405,1.0
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,1.0,1.0,1.0,0.0201426073689415,0.0400048971336754,0.0220833435480677
REACTOME_INFLUENZA_INFECTION,1.0,1.0,7.142609938773768e-10,1.01949127191508e-22,9.99283138392852e-09,1.0
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,1.0,1.0,1.0,0.0317288775472788,1.0,0.0131653043116731
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0.003202194761755,1.0,1.0,1.0,1.0,1.0
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,1.0,1.0,1.0,0.0326161835342908,1.0,1.0
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,1.0,1.0,1.0,0.0037623781518685,0.0006528911496498,0.0054324983120288
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,1.41743292784365e-07,3.4361179430731e-07,4.96807379420472e-08,1.0,1.0,1.0
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,1.0,1.0,1.0,0.0158030899275855,0.0496401488278228,0.0046674999060624
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,1.0,1.0,1.0,0.0382069823387386,1.0,1.0
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,1.0,1.0,1.0,0.0002738578026736,3.22241677752443e-05,0.0067774469568211
REACTOME_INTERLEUKIN_12_SIGNALING,1.0,1.0,1.0,2.24487791806037e-05,1.31415768777674e-05,0.0047770861623532
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,1.0,1.0,1.0,0.0005547775456705,0.0002003440403105,0.0281164540129816
REACTOME_INTERLEUKIN_1_SIGNALING,1.0,1.0,1.0,2.44658122814404e-07,8.81027706640046e-08,0.000263070612511
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,0.0173935846978763,0.0443865181142578,1.0,1.0,1.0,1.0
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,1.0,1.0,1.0,0.000764287014737,0.0033251628437791,0.0095505545724229
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,1.0,1.0,1.0,0.0086674179623974,0.0014130418813361,0.0010378613416389
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,1.0,1.0,1.0,1.0,1.0,0.0264714577609197
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,1.0,1.0,1.0,0.0026431172793403,0.0018275153233221,0.000152573194768
REACTOME_IRON_UPTAKE_AND_TRANSPORT,1.0,1.0,1.0,0.0496395632866702,1.0,1.0
REACTOME_JOSEPHIN_DOMAIN_DUBS,1.0,1.0,1.0,1.0,1.0,0.038509046080808
REACTOME_KILLING_MECHANISMS,1.0,1.0,1.0,1.0,0.0474756897690546,1.0
REACTOME_L1CAM_INTERACTIONS,0.0031222909508591,1.0,1.0,1.0,1.0,1.0
REACTOME_LAMININ_INTERACTIONS,0.0002747460176998,0.0031742018921304,0.0027546630409811,1.0,1.0,1.0
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,1.0,1.0,1.0,0.0083572955300887,0.0038886222047487,0.0468700158242851
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,1.0,1.0,1.0,0.0310877232960039,0.005425982045354,0.0097505596083461
REACTOME_MAP2K_AND_MAPK_ACTIVATION,1.0,0.0139224419689646,0.0149627154373168,1.0,1.0,1.0
REACTOME_MAPK6_MAPK4_SIGNALING,1.0,1.0,1.0,7.186854038885121e-12,4.2935124361197e-12,7.5411753940871e-08
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,1.0,1.0,1.0,1.0,0.0056340157041139,0.040500241818322
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,1.0,1.0,1.0,0.0450311925368182,1.0,1.0
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,1.0,1.0,1.0,0.0004226396800905,3.63608484019123e-05,0.0187152964830233
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.0,1.0,0.0005287910147563,1.21997789287335e-23,2.8705257287864497e-11,0.0303203464835478
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,1.0,0.0203041316608791,1.0,1.0,1.0,1.0
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,1.0,1.0,1.0,0.0077472587749572,0.0103113242037168,0.0156121649477761
REACTOME_METABOLISM_OF_NUCLEOTIDES,1.0,1.0,1.0,0.001111612952638,1.0,0.0099063008070776
REACTOME_METABOLISM_OF_POLYAMINES,1.0,1.0,1.0,2.8611006109751197e-16,4.68701676467467e-14,9.91360408122121e-08
REACTOME_METABOLISM_OF_STEROIDS,1.0,1.0,1.0,0.0096632698033291,1.0,1.0
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,0.0024857666160162,0.0004743091385341,0.0031594945825931,1.0,1.0,1.0
REACTOME_MET_PROMOTES_CELL_MOTILITY,0.0006323430394907,0.0003273081121049,0.002978863249524,1.0,1.0,1.0
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.0192440256297492,1.0,1.0,1.0,0.0046252138509769,0.0015933868797471
REACTOME_MITOCHONDRIAL_BIOGENESIS,1.0,1.0,1.0,0.0116892635244222,0.0108016963644397,1.0
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,1.0,1.0,1.0,7.50030367306325e-08,0.0010990687288899,9.07071970891947e-05
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,1.0,1.0,1.0,0.0007472975220196,5.96354049349883e-05,0.0007020953825077
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,1.0,1.0,1.0,0.0082684619242635,0.0026650224366524,0.0249544934620189
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,1.0,1.0,1.0,2.8787415615900003e-13,2.30657387812136e-07,4.72000990929042e-06
REACTOME_MITOCHONDRIAL_TRANSLATION,1.0,1.0,1.0,9.50411168212778e-37,1.74823667046359e-19,4.37462144463474e-12
REACTOME_MITOPHAGY,1.0,1.0,1.0,0.0025714860178868,0.0188742223058339,0.027981040389261
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,1.0,1.0,1.0,3.63048108925834e-15,8.81618557193225e-12,3.0203067075170093e-09
REACTOME_MITOTIC_G2_G2_M_PHASES,1.0,1.0,1.0,6.089377792858639e-06,8.6555803014651e-05,0.0049970205282353
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,1.0,1.0,1.0,3.224368661127901e-13,1.20325213173847e-08,6.0457441259775e-08
REACTOME_MITOTIC_PROPHASE,1.0,1.0,1.0,0.0054514965021425,0.0496270870328838,0.0310375839247267
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,1.0,1.0,1.0,1.0,1.0,0.0346734239027393
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,1.33321858085571e-05,2.2922522202228e-06,0.0003693124564468,1.0,1.0,1.0
REACTOME_MRNA_CAPPING,1.0,1.0,1.0,0.0284977380124714,1.0,1.0
REACTOME_MRNA_SPLICING,1.0,1.0,1.0,8.88309623135653e-26,3.2447025756859097e-20,1.016938502237e-21
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,1.0,1.0,1.0,1.0890499293351401e-09,2.27690403628372e-08,2.74271500484466e-06
REACTOME_MTORC1_MEDIATED_SIGNALLING,1.0,1.0,1.0,0.0092203751968138,1.0,1.0
REACTOME_MTOR_SIGNALLING,1.0,1.0,1.0,0.0128090905000327,1.0,1.0
REACTOME_MUSCLE_CONTRACTION,2.74064517470606e-07,6.26266871218684e-06,5.9066000482933795e-05,1.0,1.0,1.0
REACTOME_M_PHASE,1.0,1.0,1.0,3.7017278271618704e-09,4.6733538393047796e-07,5.238011026608119e-06
REACTOME_NCAM1_INTERACTIONS,1.0,0.0148652486176822,1.0,1.0,1.0,1.0
REACTOME_NEDDYLATION,1.0,1.0,1.0,6.159943537279689e-06,1.16690998370347e-05,5.29019741894968e-05
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,1.0,1.0,1.0,1.0,1.0,0.0087421451377042
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,1.0,1.0,1.0,1.0,1.0,0.0149503018902766
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,1.0,1.0,1.0,6.377563874018931e-20,4.68701676467467e-14,7.675649596683571e-09
REACTOME_NEUTROPHIL_DEGRANULATION,0.001676275769235,1.0,1.0,1.2025545719422099e-11,1.2411743076155699e-12,2.32540998599108e-08
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,0.0219011143460604,1.0,1.0,1.0,1.0,1.0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,1.0,1.0,4.36682436748595e-09,2.41802342412529e-22,3.43667748529521e-07,1.0
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,4.75762601078616e-08,8.627120711361499e-08,4.10504054478334e-07,1.0,1.0,1.0
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,1.0,1.0,1.0,1.0,0.0302785854203074,0.038509046080808
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,1.0,1.0,1.0,0.0469193453404535,1.0,1.0
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,1.0,1.0,1.0,0.0008185720085952,1.0,0.0219306907035286
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,1.0,1.0,1.0,0.0450311925368182,1.0,0.0156796609415726
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,1.0,1.0,1.0,1.0,1.0,0.025123035788471
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,1.0,1.0,1.0,0.0001256488170637,0.0003064220297034,0.0011334914179849
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,1.0,1.0,1.0,1.0,0.0496401488278228,1.0
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,1.0,1.0,1.0,4.9425997955245795e-06,1.7690481373489197e-07,2.15657568820246e-05
REACTOME_ONCOGENIC_MAPK_SIGNALING,1.0,0.0148652486176822,0.0345629479878439,1.0,1.0,1.0
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,1.0,1.0,1.0,2.14988808363459e-16,4.68701676467467e-14,6.18960111796251e-08
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.030932162280597,0.0279939955108368,0.0122252520296904,1.0,1.0,1.0
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,1.0,1.0,1.0,1.0,0.0302785854203074,1.0
REACTOME_PCP_CE_PATHWAY,1.0,1.0,1.0,3.1716321739410104e-11,5.87814813430504e-09,1.64410018436438e-05
REACTOME_PEROXISOMAL_LIPID_METABOLISM,1.0,1.0,1.0,0.0092203751968138,1.0,0.0330260392448833
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,1.0,1.0,1.0,7.9238599775676e-05,0.0009024720262689,0.000291573700115
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,1.0,1.0,1.0,0.021599354714263,0.0202194707769905,0.0087421451377042
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,1.0,1.0,0.0318239621463212,0.0057108125489764,0.0202194707769905,0.0087421451377042
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.4619265314286101e-08,1.0094939612005901e-07,9.932889821016806e-10,1.0,1.0,1.0
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,1.0,0.0237639124413083,0.0100384597058895,1.0,1.0,1.0
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.038372049622188,0.0103422060340003,0.0110855194886794,1.0,1.0,1.0
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,1.0,1.0,1.0,1.0,0.0430687453411115,1.0
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,1.0,1.0,1.0,1.54432480534952e-05,1.432936043129e-06,9.14387272507374e-07
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,1.0,1.0,1.0,1.0,0.0239987708524272,1.0
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,1.0,1.0,1.0,0.041773886933727,1.0,0.0431056779619622
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,1.0,1.0,1.0,1.07996508815569e-27,9.774898621219821e-21,5.54130432585918e-23
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,1.0,1.0,1.0,1.0,1.0,0.045698927173024
REACTOME_PROCESSING_OF_SMDT1,1.0,1.0,1.0,4.66664690552281e-06,0.0034577265601505,0.0011483163158813
REACTOME_PROGRAMMED_CELL_DEATH,1.0,1.0,1.0,1.9924920888939905e-11,5.327851432876669e-09,6.02121131176343e-08
REACTOME_PROTEIN_LOCALIZATION,1.0,1.0,1.0,1.52900396183958e-17,1.5312719733916602e-11,6.528731464001659e-11
REACTOME_PROTEIN_UBIQUITINATION,1.0,1.0,1.0,1.0,0.0430687453411115,0.0046746447523977
REACTOME_PTEN_REGULATION,1.0,1.0,1.0,1.0925276968491999e-12,2.6683222373939094e-09,8.479145550062789e-07
REACTOME_PURINE_CATABOLISM,1.0,1.0,1.0,0.0214926225751353,1.0,0.0328448115798651
REACTOME_PYROPTOSIS,1.0,1.0,1.0,1.0,1.0,0.027981040389261
REACTOME_PYRUVATE_METABOLISM,1.0,1.0,1.0,1.0,0.0200673143895514,1.0
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,1.0,1.0,1.0,1.56177501203124e-06,1.03019089459846e-07,0.0010453526270984
REACTOME_RAB_GERANYLGERANYLATION,1.0,1.0,1.0,1.0,0.0340820081234969,0.0068798858439287
REACTOME_RAC2_GTPASE_CYCLE,1.0,1.0,1.0,1.0,0.022331771862827,1.0
REACTOME_RAC3_GTPASE_CYCLE,1.0,1.0,1.0,1.0,0.0238302805571532,1.0
REACTOME_RAF_ACTIVATION,1.0,1.0,1.0,1.0,1.0,0.0033965488759019
REACTOME_RAP1_SIGNALLING,0.0378388178804438,1.0,1.0,1.0,1.0,1.0
REACTOME_RECYCLING_PATHWAY_OF_L1,1.0,1.0,0.0169130052980761,1.0,1.0,1.0
REACTOME_REGULATED_NECROSIS,1.0,1.0,1.0,0.0303355523423057,0.0079102382102565,0.0067774469568211
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,1.0,1.0,1.0,1.0,0.0302785854203074,1.0
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,1.0,1.0,1.0,0.0008001822813298,0.0187602134930656,1.0
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,1.0,1.0,2.47778344027356e-08,9.518487709500531e-31,1.6322660183413304e-13,0.0364753582122094
